movie_id,language,abbrevation
11017,Español,es
11017,English,en
37141,English,en
9382,English,en
6715,English,en
18256,English,en
18256,Italiano,it
18256,svenska,sv
22625,English,en
2292,English,en
1909,English,en
8984,English,en
61813,English,en
4954,English,en
62488,English,en
10531,English,en
11929,English,en
8467,English,en
10451,普通话,zh
20156,English,en
20156,עִבְרִית,he
18395,English,en
522,English,en
397,Français,fr
397,English,en
10525,English,en
27985,English,en
15789,English,en
27303,English,en
21183,English,en
10954,Français,fr
47867,English,en
43475,English,en
72031,English,en
14275,English,en
1024,English,en
17207,English,en
17207,Pусский,ru
13701,English,en
14819,English,en
32631,English,en
32631,Français,fr
32631,Deutsch,de
11777,English,en
11777,Deutsch,de
628,English,en
628,Français,fr
87729,English,en
18713,English,en
6280,English,en
9061,English,en
37108,English,en
6071,English,en
11,English,en
9587,English,en
9587,Deutsch,de
9587,Français,fr
19101,English,en
19101,Français,fr
49980,English,en
17961,Français,fr
18183,English,en
18183,Español,es
4476,,kw
4476,English,en
11008,English,en
47504,English,en
32325,English,en
32325,Español,es
43742,English,en
28313,English,en
11318,English,en
3036,English,en
40490,English,en
24070,English,en
8986,English,en
10510,English,en
17402,English,en
38722,English,en
38722,Español,es
8438,English,en
11593,Český,cs
11593,English,en
11593,Magyar,hu
1945,English,en
39310,English,en
109560,English,en
109560,广州话 / 廣州話,cn
56428,English,en
63105,English,en
131957,English,en
241,English,en
241,,nv
241,日本語,ja
9058,English,en
527,English,en
527,,mi
18220,English,en
6950,English,en
6950,한국어/조선말,ko
6950,Français,fr
101,English,en
63020,English,en
2307,English,en
680,English,en
680,Español,es
680,Français,fr
41478,English,en
25296,English,en
25296,普通话,zh
40156,English,en
11450,English,en
30304,,tl
30304,English,en
30304,日本語,ja
10452,Français,fr
10452,Italiano,it
12106,English,en
161495,English,en
3586,Français,fr
3586,Italiano,it
3586,Pусский,ru
3586,Español,es
3586,English,en
110,Français,fr
108,Français,fr
108,Polski,pl
109,Français,fr
109,Magyar,hu
109,Polski,pl
159185,普通话,zh
36357,English,en
92769,English,en
28033,English,en
22586,English,en
14334,English,en
14334,Gaeilge,ga
2636,English,en
2164,English,en
2164,Norsk,no
2164,svenska,sv
11395,English,en
278,English,en
9905,English,en
87078,English,en
12527,Español,es
20306,English,en
36614,English,en
27993,English,en
27993,Deutsch,de
31439,普通话,zh
9067,English,en
9059,English,en
193,English,en
25066,English,en
46797,English,en
12122,English,en
11381,English,en
32636,English,en
36141,English,en
95963,English,en
1587,English,en
9271,English,en
2064,English,en
19855,English,en
60855,广州话 / 廣州話,cn
60855,English,en
236,English,en
48287,English,en
3049,English,en
2759,English,en
12635,English,en
12635,Français,fr
12635,Deutsch,de
12635,Pусский,ru
10497,Français,fr
10497,English,en
11382,English,en
9331,English,en
10731,English,en
10464,English,en
10464,Français,fr
34152,English,en
9495,English,en
29973,English,en
888,English,en
13,English,en
712,English,en
16295,English,en
48992,English,en
48992,Español,es
10879,English,en
10879,Français,fr
10660,English,en
10714,English,en
10714,Slovenčina,sk
41647,Deutsch,de
8587,English,en
1689,English,en
11596,English,en
854,svenska,sv
854,English,en
9359,English,en
23333,English,en
36593,English,en
12280,English,en
2788,English,en
10427,English,en
11011,English,en
11011,Latin,la
49803,English,en
8987,English,en
1637,English,en
15128,English,en
8831,English,en
36955,English,en
36955,Français,fr
36955,العربية,ar
36955,Deutsch,de
10449,English,en
10449,Français,fr
10449,Tiếng Việt,vi
10395,English,en
12160,English,en
40480,English,en
52038,English,en
29444,English,en
26352,English,en
39953,English,en
41580,Français,fr
315,English,en
22067,English,en
18242,English,en
11667,English,en
11667,日本語,ja
32502,English,en
28732,English,en
75555,English,en
278939,English,en
291731,English,en
226229,English,en
203119,English,en
8011,English,en
2654,English,en
18069,English,en
18069,Français,fr
19092,English,en
2758,English,en
38129,English,en
10436,English,en
10436,Italiano,it
13595,English,en
46094,English,en
9409,English,en
11853,English,en
11853,Pусский,ru
16771,Español,es
16771,English,en
46924,English,en
46924,,gd
11041,English,en
306,English,en
14522,English,en
26203,English,en
178,English,en
19819,English,en
57834,Français,fr
57834,English,en
4722,English,en
18215,English,en
1607,English,en
1607,Italiano,it
26391,English,en
117553,English,en
6075,English,en
6075,Español,es
11310,English,en
11310,Italiano,it
11310,Pусский,ru
18658,English,en
9350,English,en
9612,English,en
2124,Český,cs
2124,English,en
26261,English,en
26261,Magyar,hu
19176,English,en
49299,English,en
11566,English,en
9571,English,en
9739,English,en
24257,English,en
34444,English,en
34444,Deutsch,de
26141,English,en
26141,,yi
10997,普通话,zh
50463,English,en
10443,English,en
20239,English,en
16297,English,en
18551,English,en
25440,English,en
9024,English,en
37233,English,en
1634,English,en
13815,English,en
5503,English,en
35588,English,en
35588,Français,fr
2087,English,en
41579,English,en
18620,English,en
41006,English,en
4916,English,en
2019,English,en
31642,English,en
31642,Tiếng Việt,vi
9255,English,en
26271,English,en
10612,English,en
2259,Español,es
2259,English,en
16097,English,en
11934,English,en
106143,English,en
12475,English,en
9386,English,en
7984,English,en
59930,English,en
15765,English,en
31643,English,en
31643,Français,fr
6,English,en
329,English,en
329,Español,es
10909,English,en
507,English,en
507,Français,fr
34024,English,en
29918,English,en
9593,English,en
42580,English,en
22317,English,en
22317,Deutsch,de
1413,English,en
12121,English,en
2246,English,en
10502,English,en
10440,English,en
9516,English,en
2320,English,en
5879,日本語,ja
83718,English,en
11971,English,en
2625,English,en
31911,English,en
788,English,en
21450,English,en
11231,English,en
41588,English,en
10447,English,en
31586,English,en
9300,English,en
9559,English,en
9800,English,en
713,English,en
713,,mi
8291,English,en
8291,Français,fr
18133,English,en
25557,English,en
22588,English,en
10872,English,en
1245,English,en
11858,English,en
11858,Español,es
7007,日本語,ja
7007,English,en
10467,English,en
5550,English,en
5550,日本語,ja
8005,English,en
2088,English,en
10412,Português,pt
10412,Deutsch,de
10412,English,en
10412,日本語,ja
10412,Tiếng Việt,vi
47889,English,en
14534,English,en
14534,Español,es
56583,English,en
41878,Français,fr
41878,Deutsch,de
41878,Español,es
424,Deutsch,de
424,Polski,pl
424,עִבְרִית,he
424,English,en
35233,English,en
14291,English,en
103413,English,en
11236,English,en
11592,English,en
8850,English,en
10445,English,en
695,English,en
43535,English,en
12519,English,en
23210,English,en
858,English,en
867,English,en
78,English,en
78,Deutsch,de
78,广州话 / 廣州話,cn
78,日本語,ja
78,Magyar,hu
13203,English,en
10442,Pусский,ru
10442,English,en
11074,English,en
33367,English,en
9607,English,en
17585,English,en
9057,English,en
20967,Français,fr
20967,English,en
10635,English,en
9479,English,en
10057,English,en
11969,English,en
11969,Latin,la
11969,Español,es
41590,English,en
319,English,en
319,Italiano,it
26408,English,en
15139,Dansk,da
15139,English,en
15139,Français,fr
15139,Deutsch,de
15139,Español,es
161158,English,en
85247,English,en
11446,English,en
51980,Français,fr
24405,English,en
11655,English,en
11655,Español,es
11800,English,en
8223,Español,es
14587,English,en
14587,हिन्दी,hi
31504,English,en
41653,svenska,sv
53185,English,en
95743,English,en
23637,Italiano,it
17600,English,en
10897,English,en
21352,English,en
68806,Italiano,it
37345,English,en
32562,English,en
47507,Français,fr
25403,العربية,ar
25403,English,en
25403,Italiano,it
25403,普通话,zh
9066,Italiano,it
9066,Deutsch,de
9066,English,en
9066,Magyar,hu
771,English,en
251,English,en
812,English,en
280,English,en
280,Español,es
581,English,en
80350,English,en
268,English,en
268,Français,fr
274,English,en
408,English,en
10020,Français,fr
10020,English,en
10895,English,en
114,English,en
114,Italiano,it
114,日本語,ja
41043,Français,fr
41043,Pусский,ru
576,English,en
576,Deutsch,de
576,Español,es
15477,English,en
59146,普通话,zh
30528,English,en
7300,English,en
10824,English,en
261246,English,en
275,English,en
11827,English,en
11827,Magyar,hu
8766,English,en
23570,English,en
47333,English,en
47333,Français,fr
51242,Italiano,it
10112,English,en
4307,Español,es
46029,English,en
32308,English,en
88893,Italiano,it
88893,English,en
52873,Français,fr
123505,English,en
340210,English,en
44281,العربية,ar
28121,English,en
12520,English,en
1592,English,en
1592,Español,es
166901,English,en
36447,English,en
19042,English,en
38884,Català,ca
38884,English,en
38884,Español,es
47449,English,en
36259,English,en
41852,English,en
40926,English,en
9099,English,en
2021,English,en
61752,English,en
10988,English,en
11479,Français,fr
398959,Deutsch,de
339428,Deutsch,de
12652,Français,fr
10684,English,en
954,English,en
954,Français,fr
954,Český,cs
68445,Deutsch,de
68445,Íslenska,is
68445,日本語,ja
68445,English,en
18989,English,en
10801,Deutsch,de
54285,한국어/조선말,ko
8840,English,en
278978,Deutsch,de
124625,English,en
124625,Deutsch,de
11107,English,en
11107,Italiano,it
16417,Afrikaans,af
16417,English,en
10363,English,en
10363,Français,fr
10363,Italiano,it
161070,English,en
10539,English,en
10543,English,en
18414,English,en
47502,English,en
11902,English,en
11902,Français,fr
11902,Deutsch,de
11902,Pусский,ru
11902,Srpski,sr
27098,Deutsch,de
27098,svenska,sv
27098,English,en
25087,English,en
5801,বাংলা,bn
896,বাংলা,bn
3065,English,en
318177,English,en
2300,English,en
8069,English,en
288173,Español,es
288173,English,en
221917,English,en
8072,Français,fr
35797,English,en
35797,Français,fr
88030,English,en
88030,Português,pt
83857,English,en
33245,English,en
33245,Pусский,ru
124460,English,en
27281,English,en
27281,Tiếng Việt,vi
105045,Deutsch,de
40001,English,en
29621,English,en
117730,עִבְרִית,he
20762,Italiano,it
20762,English,en
37144,English,en
48260,English,en
12656,English,en
38867,English,en
25969,English,en
44103,Nederlands,nl
44103,Français,fr
44103,Latin,la
44103,Español,es
753,English,en
43634,English,en
43634,Español,es
9103,English,en
90214,English,en
29649,English,en
10990,English,en
8866,English,en
12233,English,en
23449,English,en
36355,English,en
37667,English,en
90148,English,en
90148,Español,es
922,English,en
922,Español,es
11876,Français,fr
11876,Italiano,it
52633,English,en
62364,Español,es
11687,Français,fr
9304,English,en
131232,Italiano,it
9100,English,en
20759,English,en
46063,English,en
32513,English,en
40651,English,en
40651,Deutsch,de
36915,English,en
40507,Español,es
40507,English,en
9802,English,en
25697,English,en
21588,English,en
21588,Italiano,it
664,English,en
11867,English,en
47119,Français,fr
314352,Deutsch,de
9323,日本語,ja
10280,English,en
10535,English,en
124613,English,en
532,English,en
26744,English,en
26744,Français,fr
16299,English,en
10547,English,en
245268,English,en
935,English,en
55613,Deutsch,de
55613,English,en
41007,English,en
35645,English,en
110465,English,en
255546,English,en
255546,Português,pt
40751,广州话 / 廣州話,cn
40751,普通话,zh
85778,English,en
11101,Deutsch,de
11101,Pусский,ru
9826,English,en
9879,English,en
63564,English,en
22621,English,en
7095,English,en
26890,English,en
46732,English,en
124633,English,en
124633,Srpski,sr
202425,Français,fr
77771,العربية,ar
77771,Français,fr
77771,Wolof,wo
181083,Français,fr
41225,English,en
41225,Français,fr
41225,Deutsch,de
41225,Italiano,it
87190,English,en
627,English,en
32872,English,en
32872,Français,fr
602,English,en
14553,English,en
9566,English,en
10545,Latin,la
10545,English,en
9894,English,en
11543,English,en
9268,English,en
9327,English,en
123763,Español,es
81949,English,en
81949,Română,ro
42005,Magyar,hu
183955,,tl
44535,English,en
44495,English,en
78285,Français,fr
11228,English,en
10779,English,en
26748,English,en
26748,Español,es
38223,English,en
9294,English,en
49963,English,en
11363,English,en
11363,Français,fr
1645,English,en
31546,English,en
77056,Français,fr
36344,English,en
18550,English,en
11511,English,en
172198,Magyar,hu
34170,English,en
281085,English,en
109478,English,en
124645,English,en
12606,English,en
35206,Français,fr
151489,Cymraeg,cy
4837,Français,fr
4837,English,en
12632,Deutsch,de
9098,Deutsch,de
124614,English,en
18975,English,en
18975,Italiano,it
11962,English,en
2925,English,en
28628,English,en
3595,English,en
9308,English,en
92381,English,en
18555,English,en
12123,English,en
10830,English,en
3573,English,en
10546,English,en
10546,Deutsch,de
18862,English,en
31417,Français,fr
9431,English,en
9431,Español,es
297645,普通话,zh
48144,普通话,zh
46986,English,en
46986,Deutsch,de
46986,日本語,ja
144982,English,en
47907,English,en
10061,English,en
36266,Tiếng Việt,vi
549,English,en
549,Español,es
10478,English,en
66634,English,en
116690,日本語,ja
213917,Français,fr
145925,Italiano,it
238,English,en
238,Italiano,it
238,Latin,la
159,Deutsch,de
11134,广州话 / 廣州話,cn
11134,English,en
11134,Bahasa melayu,ms
11134,ภาษาไทย,th
88224,English,en
132641,日本語,ja
42758,English,en
9303,English,en
23945,English,en
37820,English,en
22479,English,en
9054,English,en
241058,English,en
11985,普通话,zh
10232,Deutsch,de
59569,English,en
38955,广州话 / 廣州話,cn
110513,English,en
11015,English,en
9306,English,en
12559,English,en
12559,Français,fr
12559,Español,es
58770,English,en
3587,English,en
10723,English,en
56077,English,en
19004,English,en
101230,Nederlands,nl
101230,English,en
10987,English,en
44705,English,en
44705,Español,es
20318,English,en
20318,Deutsch,de
20318,,yi
43596,Deutsch,de
79782,Polski,pl
26933,Français,fr
27854,Español,es
27854,English,en
981,English,en
872,English,en
2769,English,en
2769,Français,fr
2769,Deutsch,de
13320,English,en
164,English,en
164,Português,pt
426,English,en
567,English,en
3078,English,en
13528,English,en
28288,English,en
28288,Français,fr
28288,Italiano,it
213,English,en
284,English,en
239,English,en
4808,English,en
4808,Français,fr
4808,Deutsch,de
4808,Italiano,it
289,Deutsch,de
289,Français,fr
289,Italiano,it
289,English,en
963,English,en
11113,English,en
6620,English,en
6620,Italiano,it
804,English,en
804,Italiano,it
26531,English,en
909,English,en
630,English,en
770,English,en
31044,English,en
599,English,en
15,English,en
62,English,en
62,Pусский,ru
121357,English,en
121357,Deutsch,de
705,English,en
705,Français,fr
22490,English,en
22490,Français,fr
223,English,en
223,Français,fr
25670,Nederlands,nl
25670,English,en
25670,Latviešu,lv
303,English,en
4174,English,en
8356,English,en
8356,Français,fr
8356,Italiano,it
8356,Português,pt
381,Français,fr
381,English,en
20758,Italiano,it
20758,English,en
29376,Français,fr
29376,English,en
1859,English,en
18299,English,en
18299,Français,fr
17281,English,en
17281,Français,fr
64382,English,en
10907,English,en
32093,English,en
32093,Español,es
1939,English,en
22292,English,en
3598,English,en
3598,普通话,zh
3598,Español,es
3080,English,en
3080,Italiano,it
198,English,en
13562,English,en
13562,Magyar,hu
1712,English,en
1712,Español,es
220,English,en
3529,English,en
3085,English,en
2897,English,en
2897,Español,es
2897,Français,fr
1585,English,en
3083,English,en
900,English,en
43795,English,en
85638,English,en
50001,English,en
43905,English,en
22688,English,en
23114,English,en
26378,English,en
40206,English,en
22356,English,en
260,English,en
43488,English,en
43488,Italiano,it
22613,English,en
22613,Español,es
10331,English,en
488,English,en
488,Deutsch,de
488,Kiswahili,sw
22733,Italiano,it
22733,English,en
261,English,en
57575,English,en
57575,Magyar,hu
32574,English,en
22657,English,en
22657,Español,es
76464,English,en
22649,English,en
176841,English,en
39448,广州话 / 廣州話,cn
39448,English,en
52855,English,en
52855,Polski,pl
39940,English,en
85328,English,en
11076,English,en
63945,English,en
58985,English,en
890,Deutsch,de
10861,English,en
1770,English,en
44465,English,en
2033,English,en
18203,English,en
9333,English,en
47260,English,en
9400,English,en
9401,English,en
9401,Tiếng Việt,vi
12241,English,en
12241,Español,es
11306,English,en
9625,English,en
10680,English,en
6346,English,en
6346,Polski,pl
18660,English,en
18660,Deutsch,de
35115,Español,es
35115,English,en
14821,English,en
14136,Español,es
14136,English,en
14136,广州话 / 廣州話,cn
10869,English,en
22660,English,en
19186,English,en
31102,English,en
6878,English,en
15944,English,en
18444,English,en
18444,Italiano,it
20723,English,en
173,English,en
864,English,en
864,Français,fr
864,Deutsch,de
864,Pусский,ru
24795,English,en
24795,Français,fr
24795,Italiano,it
24795,Español,es
11224,English,en
81310,English,en
15947,English,en
15947,Português,pt
15947,Español,es
9078,English,en
29682,English,en
8367,English,en
433,English,en
11360,English,en
11114,English,en
12335,English,en
12092,English,en
10948,English,en
11229,English,en
15121,English,en
15121,Français,fr
15121,Italiano,it
562,English,en
562,Deutsch,de
562,Italiano,it
10163,English,en
48862,English,en
117036,English,en
47199,English,en
11159,English,en
9591,English,en
30500,English,en
41843,English,en
41843,Deutsch,de
55058,English,en
10938,English,en
11412,English,en
10586,English,en
42314,English,en
27845,Italiano,it
27845,English,en
108365,English,en
108365,Français,fr
23223,English,en
49471,English,en
38153,English,en
38153,Magyar,hu
25147,Latin,la
25147,English,en
9716,English,en
43777,Español,es
454,English,en
10218,English,en
819,English,en
38191,English,en
11238,English,en
27256,English,en
31530,English,en
31530,Français,fr
66473,English,en
28120,English,en
1834,English,en
26282,日本語,ja
26282,广州话 / 廣州話,cn
26282,English,en
37218,English,en
252,English,en
252,Français,fr
252,Deutsch,de
116356,Français,fr
16372,English,en
11561,English,en
11561,,yi
11302,,yi
11302,English,en
623,English,en
623,Italiano,it
623,Pусский,ru
583,English,en
12614,English,en
12614,Français,fr
21711,English,en
11575,English,en
11575,Italiano,it
475,English,en
11331,English,en
521,English,en
21202,Italiano,it
88,English,en
500,English,en
792,English,en
792,Tiếng Việt,vi
8491,English,en
402,English,en
10537,English,en
11386,English,en
9504,English,en
15764,Český,cs
15764,English,en
15764,Français,fr
15764,Deutsch,de
15764,Polski,pl
15764,Pусский,ru
601,English,en
67365,English,en
25842,English,en
2119,English,en
744,English,en
136311,English,en
221,English,en
702,English,en
25750,English,en
17642,English,en
427043,Deutsch,de
146341,български език,bg
146341,English,en
9305,Français,fr
37616,English,en
11112,English,en
21612,Italiano,it
21612,English,en
102461,Français,fr
36998,Français,fr
200383,English,en
200383,Français,fr
116844,English,en
1630,English,en
26626,English,en
11816,English,en
11843,English,en
10379,English,en
2756,English,en
790,English,en
1103,English,en
11298,English,en
4480,Italiano,it
4480,Français,fr
4481,Français,fr
49688,Español,es
10765,English,en
762,Français,fr
762,Latin,la
762,English,en
44497,English,en
278621,English,en
55049,Français,fr
79306,English,en
10548,English,en
531,English,en
104931,Pусский,ru
104931,Français,fr
104931,Deutsch,de
104931,English,en
104931,Italiano,it
4483,Français,fr
18919,Český,cs
18919,Latin,la
31556,English,en
26167,English,en
26174,English,en
26174,Italiano,it
61461,Italiano,it
117500,Français,fr
127973,English,en
659,Deutsch,de
659,עִבְרִית,he
659,Italiano,it
659,Polski,pl
659,Pусский,ru
30892,Latin,la
30892,English,en
30892,Français,fr
30892,Italiano,it
30892,Deutsch,de
8074,Français,fr
38554,English,en
49763,English,en
41326,English,en
36555,English,en
10608,English,en
11216,Italiano,it
7452,English,en
64567,English,en
64567,Français,fr
892,Français,fr
1600,Français,fr
1600,Italiano,it
1600,Polski,pl
26561,English,en
26561,Italiano,it
975,English,en
975,Deutsch,de
975,Latin,la
18129,English,en
54405,English,en
150823,English,en
409,Deutsch,de
409,Italiano,it
409,العربية,ar
409,English,en
38251,ελληνικά,el
38251,Italiano,it
38251,Español,es
10161,English,en
1412,English,en
41768,English,en
10409,Español,es
10409,English,en
14285,English,en
2469,Español,es
10174,English,en
10174,Français,fr
31225,English,en
510,English,en
11455,English,en
1891,English,en
2493,English,en
85,English,en
85,Español,es
85,Deutsch,de
85,עִבְרִית,he
85,العربية,ar
85,,ne
68,English,en
679,English,en
429,Italiano,it
13446,English,en
389,English,en
947,العربية,ar
947,English,en
947,Türkçe,tr
185,English,en
595,English,en
28,,km
28,English,en
28,Français,fr
28,Tiếng Việt,vi
335,English,en
1892,English,en
144,English,en
144,Français,fr
144,Deutsch,de
1092,English,en
1092,Pусский,ru
1092,Deutsch,de
769,Italiano,it
769,English,en
348,English,en
348,Español,es
766,English,en
175,English,en
175,Français,fr
175,Italiano,it
11645,日本語,ja
10835,广州话 / 廣州話,cn
10835,日本語,ja
10835,普通话,zh
539,English,en
525,English,en
240,English,en
240,Italiano,it
240,Latin,la
240,Español,es
600,English,en
600,Tiếng Việt,vi
530,English,en
10705,English,en
10705,Français,fr
279,English,en
279,Deutsch,de
279,Italiano,it
279,Latin,la
3109,English,en
3109,Gaeilge,ga
311,English,en
311,Français,fr
311,Italiano,it
1578,English,en
703,English,en
703,Deutsch,de
9549,English,en
9549,Pусский,ru
1398,Pусский,ru
387,Deutsch,de
387,English,en
387,Français,fr
9277,English,en
343,English,en
37291,English,en
490,svenska,sv
11235,English,en
218,English,en
763,English,en
9665,English,en
18971,English,en
696,English,en
379,,gd
379,Italiano,it
379,,yi
379,English,en
207,English,en
37247,English,en
1480,English,en
1480,Español,es
9322,English,en
9322,Français,fr
9322,Italiano,it
826,日本語,ja
826,ภาษาไทย,th
826,English,en
422,Deutsch,de
422,English,en
422,Français,fr
422,Italiano,it
829,Español,es
829,广州话 / 廣州話,cn
829,English,en
828,English,en
828,Français,fr
828,हिन्दी,hi
828,Pусский,ru
3090,English,en
9964,English,en
3063,English,en
13667,English,en
13667,Magyar,hu
694,English,en
235,English,en
832,Deutsch,de
765,English,en
5925,English,en
5925,Deutsch,de
5925,Français,fr
5925,Pусский,ru
11778,English,en
11778,Français,fr
11778,Pусский,ru
11778,Tiếng Việt,vi
4485,English,en
4485,Français,fr
4485,Italiano,it
137,English,en
137,Français,fr
137,Italiano,it
33,English,en
982,English,en
8428,English,en
212,English,en
212,Deutsch,de
105,English,en
1633,English,en
11202,English,en
1554,English,en
1554,Italiano,it
149,日本語,ja
8009,English,en
903,English,en
11673,Français,fr
3034,English,en
3034,Deutsch,de
339,English,en
339,suomi,fi
339,Français,fr
339,Deutsch,de
339,Italiano,it
10404,普通话,zh
914,English,en
914,Esperanto,eo
756,English,en
288,English,en
910,English,en
2640,English,en
2640,Italiano,it
16633,English,en
665,English,en
11031,English,en
11314,English,en
15143,English,en
89,Deutsch,de
89,ελληνικά,el
89,English,en
10322,English,en
783,English,en
783,हिन्दी,hi
10644,English,en
11257,English,en
11257,Italiano,it
14370,English,en
12104,English,en
625,Português,pt
625,English,en
625,Français,fr
625,Magyar,hu
625,,km
8816,svenska,sv
830,English,en
2323,English,en
983,English,en
642,English,en
642,Español,es
655,English,en
10341,English,en
10341,Français,fr
10341,Deutsch,de
10341,Italiano,it
10341,日本語,ja
639,English,en
266022,English,en
168450,English,en
30180,English,en
31388,English,en
41801,English,en
66034,English,en
348138,English,en
61536,English,en
18762,English,en
8077,English,en
814,English,en
41671,English,en
41671,Português,pt
27214,English,en
52263,English,en
33519,English,en
16235,English,en
11449,English,en
41848,English,en
41848,Italiano,it
25944,English,en
24913,English,en
49126,English,en
32076,English,en
32076,Español,es
571,English,en
8851,English,en
37843,English,en
32146,English,en
30346,English,en
6114,Latin,la
6114,Română,ro
6114,български език,bg
6114,ελληνικά,el
6114,English,en
229,English,en
13549,English,en
9529,English,en
1598,English,en
11349,English,en
7340,English,en
6217,English,en
377,English,en
28198,Italiano,it
794,English,en
794,Italiano,it
794,Latin,la
31640,English,en
8744,English,en
25189,English,en
145,English,en
2212,English,en
199,English,en
7863,English,en
7863,,yi
12498,English,en
9279,English,en
53234,English,en
53234,Français,fr
53234,Italiano,it
17204,English,en
21539,English,en
21539,Español,es
85589,Norsk,no
12709,Français,fr
20539,English,en
11674,English,en
64900,English,en
64900,Français,fr
64900,Pусский,ru
1573,English,en
1573,Español,es
152,English,en
174,English,en
172,English,en
154,English,en
157,English,en
157,Pусский,ru
168,English,en
168,suomi,fi
364,English,en
11967,English,en
9086,English,en
621,English,en
9037,English,en
